"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          67, -6.25032060e+00, 3.82721756e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.13241078e+00, 6.25032060e+00, 0.00000000e+00, 0.00000000e+00, -1.29480814e+16, 9.00000000e+01, 0.00000000e+00, 2.09781921e+00, 4.94944666e+00, 4.46357747e+00, 7.63931907e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0222340000
          68, 6.41620124e-02, -3.92879016e-18, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.60528802e-01, -6.41620124e-02, 0.00000000e+00, 0.00000000e+00, 6.67858899e+14, 9.00000000e+01, 0.00000000e+00, 2.09975844e+00, 4.94544208e+00, 4.47092454e+00, 7.66080611e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0224923500
          69, -6.58821143e+00, 4.03411602e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.18607252e+00, 6.58821143e+00, 0.00000000e+00, 0.00000000e+00, -1.30871267e+16, 9.00000000e+01, 0.00000000e+00, 2.21456925e+00, 5.08014112e+00, 4.55992791e+00, 7.75786448e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0228297833
          70, 1.81055813e+00, -1.10864711e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.68053557e+00, -1.81055813e+00, 0.00000000e+00, 0.00000000e+00, -1.66645774e+17, 9.00000000e+01, 0.00000000e+00, 2.17388395e+00, 5.03734241e+00, 4.53235869e+00, 7.71788081e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0230939500
          71, 6.67192458e-01, -4.08537554e-17, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.66607967e+00, -6.67192458e-01, 0.00000000e+00, 0.00000000e+00, 1.12803858e+16, 9.00000000e+01, 0.00000000e+00, 2.14468080e+00, 5.00161588e+00, 4.52882036e+00, 7.69231642e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0233741000
          72, -1.22497004e+00, 7.50077821e-17, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.04208691e-01, 1.22497004e+00, 0.00000000e+00, 0.00000000e+00, -6.99951755e+15, 9.00000000e+01, 0.00000000e+00, 2.28016374e+00, 5.13060693e+00, 4.62290951e+00, 7.82745461e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0237420667
          73, -1.65998739e+00, 1.01644912e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.08352288e+00, 1.65998739e+00, 0.00000000e+00, 0.00000000e+00, -8.23223047e+15, 9.00000000e+01, 0.00000000e+00, 2.36772699e+00, 5.22116891e+00, 4.72208236e+00, 7.89675581e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0240329500
          74, 1.13901018e+00, -6.97442584e-17, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.37683714e+00, -1.13901018e+00, 0.00000000e+00, 0.00000000e+00, 3.76460835e+16, 9.00000000e+01, 0.00000000e+00, 2.23454570e+00, 5.08418194e+00, 4.61295064e+00, 7.75999105e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0244346667
          75, -4.99701356e+00, 3.05978833e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.26133917e+00, 4.99701356e+00, 0.00000000e+00, 0.00000000e+00, -1.23085569e+16, 9.00000000e+01, 0.00000000e+00, 2.24222870e+00, 5.10009963e+00, 4.60332727e+00, 7.78970118e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0246892333
          76, 1.42413119e-01, -8.72028851e-18, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.07201907e+00, -1.42413119e-01, 0.00000000e+00, 0.00000000e+00, 1.56018371e+15, 9.00000000e+01, 0.00000000e+00, 2.27732303e+00, 5.12608070e+00, 4.63106280e+00, 7.81069805e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0250587333
          77, 2.35010971e+00, -1.43902717e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.77362122e+00, -2.35010971e+00, 0.00000000e+00, 0.00000000e+00, -5.35299381e+16, 9.00000000e+01, 0.00000000e+00, 2.37551240e+00, 5.23714298e+00, 4.69684572e+00, 7.90481807e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0252956833
          78, -9.11394580e+00, 5.58068228e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.64273640e+00, 9.11394580e+00, 0.00000000e+00, 0.00000000e+00, -1.38495454e+16, 9.00000000e+01, 0.00000000e+00, 2.19143159e+00, 5.04644925e+00, 4.57377662e+00, 7.72312897e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0255790167
          79, -4.79980176e+00, 2.93903093e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -6.74503211e-01, 4.79980176e+00, 0.00000000e+00, 0.00000000e+00, -1.21852350e+16, 9.00000000e+01, 0.00000000e+00, 2.28032384e+00, 5.12316539e+00, 4.68843798e+00, 7.82666202e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0259483167
          80, 5.83926049e+00, -3.57551584e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 5.53563746e+00, -5.83926049e+00, 0.00000000e+00, 0.00000000e+00, -2.26721980e+16, 9.00000000e+01, 0.00000000e+00, 2.27778563e+00, 5.13326908e+00, 4.67575303e+00, 7.82908161e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0262283500
          81, -4.48571183e+00, 2.74670632e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.79616917e-01, 4.48571183e+00, 0.00000000e+00, 0.00000000e+00, -1.19724138e+16, 9.00000000e+01, 0.00000000e+00, 2.24497398e+00, 5.10871902e+00, 4.61651768e+00, 7.81650787e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0264920833
          82, 1.86862002e+00, -1.14419976e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.95019500e+00, -1.86862002e+00, 0.00000000e+00, 0.00000000e+00, -1.29585512e+17, 9.00000000e+01, 0.00000000e+00, 2.26401180e+00, 5.13004918e+00, 4.63209502e+00, 7.81266230e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0268524500
          83, 6.19875804e+00, -3.79564460e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 6.25809001e+00, -6.19875804e+00, 0.00000000e+00, 0.00000000e+00, -2.21729116e+16, 9.00000000e+01, 0.00000000e+00, 2.29306065e+00, 5.14555233e+00, 4.69536310e+00, 7.83597295e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0272298333
          84, 9.87413644e-01, -6.04616479e-17, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.51472211e+00, -9.87413644e-01, 0.00000000e+00, 0.00000000e+00, 2.49735659e+16, 9.00000000e+01, 0.00000000e+00, 2.38049944e+00, 5.23709492e+00, 4.75930868e+00, 7.93572099e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0274994167
          85, 2.43090914e+00, -1.48850255e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.01778851e+00, -2.43090914e+00, 0.00000000e+00, 0.00000000e+00, -4.97624659e+16, 9.00000000e+01, 0.00000000e+00, 2.27878494e+00, 5.14127786e+00, 4.66771477e+00, 7.83740565e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0277546333
          86, 7.32390613e+00, -4.48459910e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.59406688e+00, -7.32390613e+00, 0.00000000e+00, 0.00000000e+00, -2.10179304e+16, 9.00000000e+01, 0.00000000e+00, 2.32857659e+00, 5.20214077e+00, 4.73452071e+00, 7.90122822e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0280142667
          87, 2.34821029e+00, -1.43786411e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.69468722e+00, -2.34821029e+00, 0.00000000e+00, 0.00000000e+00, -5.36287458e+16, 9.00000000e+01, 0.00000000e+00, 2.31905073e+00, 5.18351208e+00, 4.71566246e+00, 7.87899817e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0283774667
          88, 8.37600639e+00, -5.12882471e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.94116586e+00, -8.37600639e+00, 0.00000000e+00, 0.00000000e+00, -2.02866602e+16, 9.00000000e+01, 0.00000000e+00, 2.34164234e+00, 5.20875747e+00, 4.73437164e+00, 7.90129515e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0286239500
          89, 1.56031261e+01, -9.55415920e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.43734136e+01, -1.56031261e+01, 0.00000000e+00, 0.00000000e+00, -1.82403971e+16, 9.00000000e+01, 0.00000000e+00, 2.37427984e+00, 5.22658731e+00, 4.72807515e+00, 7.92581109e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0289442500
          90, 6.18702311e+00, -3.78845902e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.41200640e+00, -6.18702311e+00, 0.00000000e+00, 0.00000000e+00, -2.21879650e+16, 9.00000000e+01, 0.00000000e+00, 2.43389912e+00, 5.31411698e+00, 4.76828937e+00, 8.00031508e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0293350667
          91, -1.70887161e+00, 1.04638207e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.65308620e+00, 1.70887161e+00, 0.00000000e+00, 0.00000000e+00, -8.35069674e+15, 9.00000000e+01, 0.00000000e+00, 2.38121319e+00, 5.24646409e+00, 4.74678428e+00, 7.94215185e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0297734167
          92, 8.79738035e+00, -5.38684184e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.10735253e+01, -8.79738035e+00, 0.00000000e+00, 0.00000000e+00, -2.00540176e+16, 9.00000000e+01, 0.00000000e+00, 2.43252219e+00, 5.29334624e+00, 4.80928362e+00, 7.99211822e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0300387833
          93, 1.65781884e+01, -1.01512127e-15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.57213237e+01, -1.65781884e+01, 0.00000000e+00, 0.00000000e+00, -1.81158377e+16, 9.00000000e+01, 0.00000000e+00, 2.38504372e+00, 5.24149186e+00, 4.75166243e+00, 7.95004214e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0302775500
          94, 1.12577351e+01, -6.89337463e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.11368943e+01, -1.12577351e+01, 0.00000000e+00, 0.00000000e+00, -1.91023578e+16, 9.00000000e+01, 0.00000000e+00, 2.42241809e+00, 5.30792993e+00, 4.74947336e+00, 8.00791093e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0305502000
          95, 1.83405153e+01, -1.12303267e-15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.67210175e+01, -1.83405153e+01, 0.00000000e+00, 0.00000000e+00, -1.79275950e+16, 9.00000000e+01, 0.00000000e+00, 2.41103465e+00, 5.29031287e+00, 4.76301262e+00, 7.98980312e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0309291667
          96, 1.72788137e+01, -1.05802219e-15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.37826195e+01, -1.72788137e+01, 0.00000000e+00, 0.00000000e+00, -1.80359221e+16, 9.00000000e+01, 0.00000000e+00, 2.40133729e+00, 5.28068564e+00, 4.75492378e+00, 7.97456701e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0312159667
          97, 6.00803542e+00, -3.67886067e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.62084778e+00, -6.00803542e+00, 0.00000000e+00, 0.00000000e+00, -2.24275771e+16, 9.00000000e+01, 0.00000000e+00, 2.39519930e+00, 5.26770801e+00, 4.74275449e+00, 7.97520018e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0314552167
          98, 1.94242592e+01, -1.18939284e-15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.66864231e+01, -1.94242592e+01, 0.00000000e+00, 0.00000000e+00, -1.78303532e+16, 9.00000000e+01, 0.00000000e+00, 2.48131109e+00, 5.33927678e+00, 4.79368191e+00, 8.05091016e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0318210000
          99, 3.57073975e+00, -2.18644750e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.70240185e+00, -3.57073975e+00, 0.00000000e+00, 0.00000000e+00, -3.00960619e+16, 9.00000000e+01, 0.00000000e+00, 2.56999074e+00, 5.43330629e+00, 4.90119905e+00, 8.11627122e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0321124000
         100, 1.17154947e+01, -7.17367152e-16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.08649184e+01, -1.17154947e+01, 0.00000000e+00, 0.00000000e+00, -1.89765436e+16, 9.00000000e+01, 0.00000000e+00, 2.49052815e+00, 5.36345936e+00, 4.83218189e+00, 8.06040207e+00, 0.00000000e+00, 5.0000000000, 4.0000000000, 0.0324368333
