"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Pressure"	"Temperature"	"Mach"	"Pressure_Coefficient"
19	1.800000000000000e-01	9.800000000000000e-01	1.292647787394165e+63	-2.575349184393844e+68	9.043386483674718e+68	2.621527944043018e+75	5.698837712448205e+74	2.204327338051007e+09	9.798855773995758e-01	1.139767542489641e+75	
20	2.000000000000000e-01	1.000000000000000e+00	4.811645250948648e+62	1.391536340487602e+68	7.278976759178972e+67	5.948090984402236e+75	1.480615872035451e+75	1.538575471397790e+10	1.664147743331912e-01	2.961231744070901e+75	
21	2.000000000000000e-01	9.800000000000000e-01	9.056039064917978e+62	9.747684592405625e+68	1.039361166866238e+69	1.147381837198463e+75	6.584247725138274e+72	3.635280103110901e+07	1.650510925136156e+01	1.316849545027655e+73	
22	2.200000000000000e-01	1.000000000000000e+00	6.296644733504471e+63	2.647795480797149e+69	-8.906825856307841e+69	8.201964198871607e+75	3.364359577397957e+74	2.671549467842918e+08	5.710198059912044e+00	6.728719154795914e+74	
23	2.200000000000000e-01	9.800000000000000e-01	2.530412028689587e+64	2.000276145311835e+70	-3.365078289269084e+70	9.996040428058067e+76	1.741976451197705e+76	3.442080640321280e+09	1.667732687179043e+00	3.483952902395409e+76	
24	2.400000000000000e-01	1.000000000000000e+00	7.153744463799584e+64	-1.993095423831280e+68	-6.977841758146737e+69	2.570875655355125e+75	5.575711982927271e+74	3.897058394482987e+07	9.886130098770355e-01	1.115142396585454e+75	
25	2.400000000000000e-01	9.800000000000000e-01	3.748314158478218e+65	3.557437435662341e+70	8.644810260593200e+69	3.149069604903945e+76	7.425716794081082e+75	9.905408778617233e+07	6.206600238056259e-01	1.485143358816216e+76	
26	2.600000000000000e-01	1.000000000000000e+00	5.865841585715140e+64	1.638467348109117e+69	-1.677539815439351e+70	1.360693660396544e+76	2.796325373883607e+75	2.383567074751380e+08	1.177119330624462e+00	5.592650747767213e+75	
27	2.600000000000000e-01	9.800000000000000e-01	2.707775540167423e+65	2.068949654551810e+70	-2.061323110435071e+70	3.483502249409195e+76	8.315000421505929e+75	1.535393221882751e+08	5.505186058958675e-01	1.663000084301186e+76	
28	2.800000000000000e-01	1.000000000000000e+00	6.861127653253577e+64	-6.986763245783522e+68	-2.794231703303284e+70	1.615540363784082e+76	2.615503922521101e+75	1.906030651740474e+08	1.866240853809286e+00	5.231007845042202e+75	
