TITLE = "Visualization of the surface solution"
VARIABLES = "x","y","Density","X-Momentum","Y-Momentum","Energy","Pressure","Temperature","Mach","C<sub>p</sub>"
ZONE NODES= 200, ELEMENTS= 200, DATAPACKING=POINT, ZONETYPE=FELINESEG
9.997500e-01	-3.632897e-05	1.236314e+00	6.011045e+01	8.321870e+00	2.581386e+05	1.026597e+05	2.892688e+02	1.439608e-01	4.704474e-01	
9.990000e-01	-1.452538e-04	1.234854e+00	6.341137e+01	9.008417e+00	2.578829e+05	1.024888e+05	2.891285e+02	1.521584e-01	4.101985e-01	
9.977600e-01	-3.251112e-04	1.233569e+00	6.583757e+01	9.455200e+00	2.576523e+05	1.023437e+05	2.890200e+02	1.582088e-01	3.590491e-01	
9.960200e-01	-5.769984e-04	1.232719e+00	6.778550e+01	9.730971e+00	2.575062e+05	1.022416e+05	2.889309e+02	1.630258e-01	3.230860e-01	
9.937800e-01	-9.004365e-04	1.231967e+00	6.930198e+01	9.957872e+00	2.573742e+05	1.021539e+05	2.888592e+02	1.667986e-01	2.921626e-01	
9.910500e-01	-1.293364e-03	1.231352e+00	7.059971e+01	1.012319e+01	2.572676e+05	1.020808e+05	2.887967e+02	1.700180e-01	2.664083e-01	
9.878400e-01	-1.753610e-03	1.230804e+00	7.171152e+01	1.024960e+01	2.571718e+05	1.020160e+05	2.887419e+02	1.727777e-01	2.435648e-01	
9.841300e-01	-2.283177e-03	1.230312e+00	7.269965e+01	1.034360e+01	2.570861e+05	1.019579e+05	2.886927e+02	1.752274e-01	2.230696e-01	
9.799500e-01	-2.876826e-03	1.229860e+00	7.357825e+01	1.041686e+01	2.570067e+05	1.019046e+05	2.886480e+02	1.774067e-01	2.043090e-01	
9.752800e-01	-3.536324e-03	1.229442e+00	7.437849e+01	1.046877e+01	2.569333e+05	1.018556e+05	2.886070e+02	1.793894e-01	1.870048e-01	
9.701500e-01	-4.256269e-03	1.229054e+00	7.511526e+01	1.050476e+01	2.568651e+05	1.018099e+05	2.885688e+02	1.812131e-01	1.709180e-01	
9.645400e-01	-5.038225e-03	1.228689e+00	7.579815e+01	1.052613e+01	2.568008e+05	1.017671e+05	2.885332e+02	1.829017e-01	1.558273e-01	
9.584700e-01	-5.878077e-03	1.228345e+00	7.643733e+01	1.053435e+01	2.567403e+05	1.017267e+05	2.884994e+02	1.844800e-01	1.415998e-01	
9.519400e-01	-6.774429e-03	1.228019e+00	7.703717e+01	1.053075e+01	2.566828e+05	1.016885e+05	2.884676e+02	1.859594e-01	1.281212e-01	
9.449600e-01	-7.724467e-03	1.227709e+00	7.760411e+01	1.051617e+01	2.566280e+05	1.016521e+05	2.884373e+02	1.873554e-01	1.152998e-01	
9.375400e-01	-8.725349e-03	1.227412e+00	7.814127e+01	1.049152e+01	2.565758e+05	1.016174e+05	2.884085e+02	1.886760e-01	1.030714e-01	
9.296900e-01	-9.774221e-03	1.227129e+00	7.865227e+01	1.045766e+01	2.565257e+05	1.015842e+05	2.883809e+02	1.899303e-01	9.137297e-02	
9.214000e-01	-1.087086e-02	1.226856e+00	7.913953e+01	1.041530e+01	2.564776e+05	1.015524e+05	2.883545e+02	1.911246e-01	8.013521e-02	
9.127000e-01	-1.200973e-02	1.226594e+00	7.960661e+01	1.036492e+01	2.564312e+05	1.015217e+05	2.883291e+02	1.922674e-01	6.932395e-02	
9.035800e-01	-1.319056e-02	1.226341e+00	8.005478e+01	1.030736e+01	2.563866e+05	1.014921e+05	2.883046e+02	1.933623e-01	5.890929e-02	
8.940600e-01	-1.440916e-02	1.226096e+00	8.048586e+01	1.024273e+01	2.563434e+05	1.014636e+05	2.882809e+02	1.944137e-01	4.884260e-02	
8.841500e-01	-1.566269e-02	1.225860e+00	8.090119e+01	1.017133e+01	2.563017e+05	1.014360e+05	2.882580e+02	1.954249e-01	3.911477e-02	
8.738500e-01	-1.694956e-02	1.225630e+00	8.130242e+01	1.009420e+01	2.562610e+05	1.014092e+05	2.882358e+02	1.964006e-01	2.966062e-02	
8.631800e-01	-1.826569e-02	1.225408e+00	8.169122e+01	1.001111e+01	2.562218e+05	1.013832e+05	2.882143e+02	1.973445e-01	2.050421e-02	
8.521600e-01	-1.960709e-02	1.225191e+00	8.206770e+01	9.922596e+00	2.561835e+05	1.013579e+05	2.881934e+02	1.982572e-01	1.158855e-02	
8.407700e-01	-2.097463e-02	1.224980e+00	8.243435e+01	9.828831e+00	2.561462e+05	1.013332e+05	2.881730e+02	1.991449e-01	2.894929e-03	
8.290500e-01	-2.236196e-02	1.224774e+00	8.279127e+01	9.730082e+00	2.561098e+05	1.013091e+05	2.881530e+02	2.000078e-01	-5.586999e-03	
8.170100e-01	-2.376642e-02	1.224572e+00	8.313938e+01	9.626696e+00	2.560742e+05	1.012856e+05	2.881335e+02	2.008485e-01	-1.387166e-02	
8.046400e-01	-2.518764e-02	1.224374e+00	8.347921e+01	9.518490e+00	2.560392e+05	1.012625e+05	2.881144e+02	2.016684e-01	-2.201836e-02	
7.919700e-01	-2.662063e-02	1.224181e+00	8.381296e+01	9.405850e+00	2.560051e+05	1.012399e+05	2.880956e+02	2.024726e-01	-2.998618e-02	
7.790100e-01	-2.806277e-02	1.223989e+00	8.413765e+01	9.287677e+00	2.559712e+05	1.012177e+05	2.880773e+02	2.032541e-01	-3.783087e-02	
7.657800e-01	-2.951034e-02	1.223801e+00	8.445796e+01	9.163506e+00	2.559381e+05	1.011958e+05	2.880592e+02	2.040239e-01	-4.554285e-02	
7.522800e-01	-3.096181e-02	1.223616e+00	8.477277e+01	9.035052e+00	2.559053e+05	1.011742e+05	2.880414e+02	2.047801e-01	-5.316499e-02	
7.385200e-01	-3.241453e-02	1.223432e+00	8.508433e+01	8.900767e+00	2.558730e+05	1.011528e+05	2.880237e+02	2.055276e-01	-6.070233e-02	
7.245300e-01	-3.386377e-02	1.223251e+00	8.539300e+01	8.762074e+00	2.558410e+05	1.011316e+05	2.880062e+02	2.062677e-01	-6.816243e-02	
7.103200e-01	-3.530689e-02	1.223071e+00	8.569629e+01	8.616739e+00	2.558092e+05	1.011107e+05	2.879889e+02	2.069942e-01	-7.554949e-02	
6.958900e-01	-3.674225e-02	1.222891e+00	8.599769e+01	8.465170e+00	2.557776e+05	1.010898e+05	2.879717e+02	2.077156e-01	-8.290050e-02	
6.812700e-01	-3.816515e-02	1.222713e+00	8.629563e+01	8.306393e+00	2.557461e+05	1.010691e+05	2.879547e+02	2.084280e-01	-9.021517e-02	
